# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
405000 40 11520
  38 0.9375 288.922 281.185
  39 0.9625 289.164 271.756
  40 0.9875 287.022 261.401
500000 40 11520.000000000004
  1 0.0125 289.402 248.593
  2 0.0375 288.34 252.104
  3 0.0625 289.066 258.711
  4 0.0875 288.038 251.613
  5 0.1125 288.92 261.172
  6 0.1375 287.436 278
  7 0.1625 287.528 285.894
  8 0.1875 287.632 288.354
  9 0.2125 287.862 293.598
  10 0.2375 286.602 288.721
  11 0.2625 288.786 289.726
  12 0.2875 287.694 294.933
  13 0.3125 287.818 295.03
  14 0.3375 288.11 294.624
  15 0.3625 288.49 308.274
  16 0.3875 287.366 313.387
  17 0.4125 288.214 314.371
  18 0.4375 287.896 326.3
  19 0.4625 288.364 336.376
  20 0.4875 287.846 345.832
  21 0.5125 287.932 349.656
  22 0.5375 287.876 360.152
  23 0.5625 288.734 341.313
  24 0.5875 287.23 324.12
  25 0.6125 286.894 320.07
  26 0.6375 288.706 313.273
  27 0.6625 287.286 312.667
  28 0.6875 287.566 316.865
  29 0.7125 288.136 308.273
  30 0.7375 287.786 310.596
  31 0.7625 286.888 306.209
  32 0.7875 287.62 298.402
  33 0.8125 288.178 299.878
  34 0.8375 287.54 287.53
  35 0.8625 288.628 276.122
  36 0.8875 288.21 291.602
  37 0.9125 288.67 285.383
  38 0.9375 288.412 286.099
  39 0.9625 288.652 268.827
  40 0.9875 287.646 259.141
505000 40 11520
  1 0.0125 287.59 244.053
  2 0.0375 288.462 238.84
  3 0.0625 287.516 250.309
  4 0.0875 287.618 268.507
  5 0.1125 288.274 266.707
  6 0.1375 288.532 272.93
  7 0.1625 288.862 283.29
  8 0.1875 289.136 292.2
  9 0.2125 288.49 299.554
  10 0.2375 288.052 289.217
  11 0.2625 288.646 288.35
  12 0.2875 287.722 290.136
  13 0.3125 288.488 294.632
  14 0.3375 288.56 296.382
  15 0.3625 288.344 305.924
  16 0.3875 288.794 313.364
  17 0.4125 288.508 316.636
  18 0.4375 288.598 322.187
  19 0.4625 287.96 327.191
  20 0.4875 286.662 346.457
  21 0.5125 286.88 354.904
